Screen,Section/Panel,Element Type,Element Label/Name,Notes,Logic,Input Data,Output Data
Submission Detail,Tasks Tab - New Task Modal,Section Header,New task,Modal title,Render modal title,Static text,-
Submission Detail,Tasks Tab - New Task Modal,Field,Account,Read-only account field,Render account name,submission.member.name,-
Submission Detail,Tasks Tab - New Task Modal,Field,Submission,Read-only submission field,Render submission ID,submission.id,-
Submission Detail,Tasks Tab - New Task Modal,Field,Type,Dropdown to select task type,Capture task type,User selection,Form state: type
Submission Detail,Tasks Tab - New Task Modal,Field,Task,Text input for task title/description,Capture task title,User entry,Form state: title
Submission Detail,Tasks Tab - New Task Modal,Field,Priority,Dropdown to select High/Medium/Low priority,Capture priority,User selection,Form state: priority
Submission Detail,Tasks Tab - New Task Modal,Field,Assignee,Dropdown to select team member,Capture assignee,User selection + GET /api/users,Form state: assigneeId
Submission Detail,Tasks Tab - New Task Modal,Field,Due Date,Date picker (optional) for due date,Capture due date,User selection,Form state: dueDate
Submission Detail,Tasks Tab - New Task Modal,Textarea,Notes,Optional context notes for the task,Capture notes,User entry,Form state: notes
Submission Detail,Tasks Tab - New Task Modal,Button,Cancel,Closes modal without saving,Close modal,User click,Modal closed
Submission Detail,Tasks Tab - New Task Modal,Button,Create task,Submits and creates new task,Submit task,Form state + submission.id,POST /api/tasks
Submission Detail,History Tab - UW Action Timeline,Section Header,Underwriting Action History,Historical UW decisions and rate changes,Render section header,Static text,-
Submission Detail,History Tab - UW Action Timeline,Timeline Event,Timeline row,"Year, carrier, policy number, action, detail, premium, and UW note",Render UW action row,history.uwActions[i],-
Submission Detail,History Tab - UW Action Timeline,Label,Year,Policy year displayed at left,Render year,uwAction.year,-
Submission Detail,History Tab - UW Action Timeline,Label,Carrier name,Insurance carrier name,Render carrier name,uwAction.carrier,-
Submission Detail,History Tab - UW Action Timeline,Label,Policy number,Policy number or dash if not applicable,Render policy number,uwAction.policyNumber,-
Submission Detail,History Tab - UW Action Timeline,Label,Action title,"Main UW action taken (Rate Cap Applied, SIR Increased, etc.)",Render action title,uwAction.title,-
Submission Detail,History Tab - UW Action Timeline,Pill/Badge,Rate change badge,Colored badge showing rate change percentage,Render rate change badge,uwAction.rateChange,-
Submission Detail,History Tab - UW Action Timeline,Label,Action detail,Description of what was done and why,Render action description,uwAction.detail,-
Submission Detail,History Tab - UW Action Timeline,KPI Card,UW Note box,Boxed note with context explaining underwriting decision,Render UW note,uwAction.note,-
Submission Detail,History Tab - UW Action Timeline,Label,Premium,Dollar amount of the premium,Render premium,uwAction.premium,-
Submission Detail,History Tab - Prior Application Responses,Section Header,Prior Application Responses,Table of historical application Q&A,Render section header,Static text,-
Submission Detail,History Tab - Prior Application Responses,Column,Year,Column for policy year,Render column header,Static text,-
Submission Detail,History Tab - Prior Application Responses,Column,Question,Column for application question text,Render column header,Static text,-
Submission Detail,History Tab - Prior Application Responses,Column,Insured Response,Column for insured answer,Render column header,Static text,-
Submission Detail,History Tab - Prior Application Responses,Column,Flag,Column for flag status,Render column header,Static text,-
Submission Detail,History Tab - Prior Application Responses,Pill/Badge,Review flag,Orange flag badge for responses needing review,Render review flag,response.flag,-
Submission Detail,History Tab - Prior Application Responses,Pill/Badge,Clear flag,Green checkmark badge for cleared responses,Render clear flag,response.flag,-
Submission Detail,Audit Trail Tab - Header,Section Header,Audit Trail,Main title of audit log,Render section header,Static text,-
Submission Detail,Audit Trail Tab - Header,Button,Hide/Show System Events,Toggle to hide or show system-generated events,Toggle system events visibility,?showSystem URL param,Toggles ?showSystem
Submission Detail,Audit Trail Tab - Filter Chips,Button,All Events,Filter chip showing all event types,Clear event type filter,?eventType URL param,Clears ?eventType
Submission Detail,Audit Trail Tab - Filter Chips,Button,Status,Filter chip for status change events,Filter to status events,?eventType URL param,Sets ?eventType=status
Submission Detail,Audit Trail Tab - Filter Chips,Button,Documents,Filter chip for document-related events,Filter to doc events,?eventType URL param,Sets ?eventType=document
Submission Detail,Audit Trail Tab - Filter Chips,Button,Notes,Filter chip for note events,Filter to note events,?eventType URL param,Sets ?eventType=note
Submission Detail,Audit Trail Tab - Filter Chips,Button,Tasks,Filter chip for task events,Filter to task events,?eventType URL param,Sets ?eventType=task
Submission Detail,Audit Trail Tab - Filter Chips,Button,UW Actions,Filter chip for underwriting action events,Filter to UW action events,?eventType URL param,Sets ?eventType=uw_action
Submission Detail,Audit Trail Tab - Filter Chips,Button,System,Filter chip for system events,Filter to system events,?eventType URL param,Sets ?eventType=system
Submission Detail,Audit Trail Tab - Filter Chips,Button,Referrals,Filter chip for referral events,Filter to referral events,?eventType URL param,Sets ?eventType=referral
Submission Detail,Audit Trail Tab - Filter Chips,Button,Reassign,Filter chip for reassignment events,Filter to reassign events,?eventType URL param,Sets ?eventType=reassign
Submission Detail,Audit Trail Tab - Event List,Avatar,Event actor avatar,Initials in colored circle or system icon,Render actor avatar,event.actor,-
Submission Detail,Audit Trail Tab - Event List,Pill/Badge,Event type badge,Colored badge with icon and event type label,Render event type badge,event.type,-
Submission Detail,Audit Trail Tab - Event List,Label,Event action,Main action description,Render event action,event.action,-
Submission Detail,Audit Trail Tab - Event List,Label,Timestamp,Date and time the event occurred,Render timestamp,event.timestamp,-
Submission Detail,Audit Trail Tab - Event List,Label,User name,Name of person who triggered the event,Render user name,event.actor.name,-
Submission Detail,Audit Trail Tab - Event List,Label,User role,Job title/role of event actor,Render user role,event.actor.role,-
Submission Detail,Audit Trail Tab - Event List,Label,Event detail,Full description of what happened,Render event detail,event.detail,-
Submission Detail,Audit Trail Tab - Event List,Label,Field changed,Name of field that was changed,Render field name,event.fieldChanged,-
Submission Detail,Audit Trail Tab - Event List,Label,From value,Previous value before change,Render previous value,event.fromValue,-
Submission Detail,Audit Trail Tab - Event List,Label,To value,New value after change,Render new value,event.toValue,-
Submission Detail,Audit Trail Tab - Footer,Label,Event summary,Shows count of displayed events and total count,Render event counts,filtered.length + total,-
Submission Detail,Audit Trail Tab - Footer,Label,Last updated timestamp,Date and time of last event in log,Render last event timestamp,events max(timestamp),-
Submission Detail,Audit Trail Tab - Footer,Button,Export Audit Log,Button to export audit trail as file,Export audit log,Current filter params,GET /api/audit/export -> file download
